event_name,event_date,source_scope,source_event_id,round_group,confirmed_procedure,pool
Copa España 2023 - 2a Prueba Bloque - 2a Prueba Velocidad - Cuenca,2023-05-20,FEDME,14,Clasificatoria,Unknown,Boulder_Men
Copa España 2023 - 2a Prueba Bloque - 2a Prueba Velocidad - Cuenca,2023-05-20,FEDME,14,Clasificatoria,Unknown,Boulder_Women
IFSC World Cup Salt Lake City 2023,2023-05-19,IFSC,1294,Qualification,Onsight,Boulder_Men
IFSC World Cup Salt Lake City 2023,2023-05-19,IFSC,1294,Qualification,Onsight,Boulder_Women
IFSC World Cup Salt Lake City 2023,2023-05-19,IFSC,1294,Semi-final,Onsight,Boulder_Men
IFSC World Cup Salt Lake City 2023,2023-05-19,IFSC,1294,Semi-final,Onsight,Boulder_Women
IFSC World Cup Salt Lake City 2023,2023-05-19,IFSC,1294,Final,Onsight,Boulder_Men
IFSC World Cup Salt Lake City 2023,2023-05-19,IFSC,1294,Final,Onsight,Boulder_Women
Youth Boulder National Championships,2023-05-18,CEC,50,Qualification,Flash,Boulder_Men
Youth Boulder National Championships,2023-05-18,CEC,50,Qualification,Flash,Boulder_Women
Youth Boulder National Championships,2023-05-18,CEC,50,Semi-final,Onsight,Boulder_Men
Youth Boulder National Championships,2023-05-18,CEC,50,Semi-final,Onsight,Boulder_Women
Youth Boulder National Championships,2023-05-18,CEC,50,Final,Onsight,Boulder_Men
Youth Boulder National Championships,2023-05-18,CEC,50,Final,Onsight,Boulder_Women
IFSC European Cup Liébana 2023,2023-05-12,IFSC,1320,Qualification,Onsight,Boulder_Men
IFSC European Cup Liébana 2023,2023-05-12,IFSC,1320,Qualification,Onsight,Boulder_Women
IFSC European Cup Liébana 2023,2023-05-12,IFSC,1320,Semi-final,Onsight,Boulder_Men
IFSC European Cup Liébana 2023,2023-05-12,IFSC,1320,Semi-final,Onsight,Boulder_Women
IFSC European Cup Liébana 2023,2023-05-12,IFSC,1320,Final,Onsight,Boulder_Men
IFSC European Cup Liébana 2023,2023-05-12,IFSC,1320,Final,Onsight,Boulder_Women
Sardegna 10° prova di qualifica U20 Senior (B),2023-05-07,FASI,535,Qualification,Flash,Boulder_Women
Sardegna 10° prova di qualifica U20 Senior (B),2023-05-07,FASI,535,Qualification,Flash,Boulder_Men
Sardegna 10° prova di qualifica U20 Senior (B),2023-05-07,FASI,535,Final,Onsight,Boulder_Women
Sardegna 10° prova di qualifica U20 Senior (B),2023-05-07,FASI,535,Final,Onsight,Boulder_Men
