event_name,event_date,source_scope,source_event_id,round_group,confirmed_procedure,pool
World Climbing Pan America Series Salt Lake City 2026,2026-07-25,IFSC,1531,Qualification,Onsight,Boulder_Men
World Climbing Pan America Series Salt Lake City 2026,2026-07-25,IFSC,1531,Qualification,Onsight,Boulder_Women
World Climbing Pan America Series Salt Lake City 2026,2026-07-25,IFSC,1531,Semi-final,Onsight,Boulder_Men
World Climbing Pan America Series Salt Lake City 2026,2026-07-25,IFSC,1531,Semi-final,Onsight,Boulder_Women
World Climbing Pan America Series Salt Lake City 2026,2026-07-25,IFSC,1531,Final,Onsight,Boulder_Men
World Climbing Pan America Series Salt Lake City 2026,2026-07-25,IFSC,1531,Final,Onsight,Boulder_Women
World Climbing Youth Championship Arco 2026,2026-07-18,IFSC,1522,Qualification,Flash,Boulder_Men
World Climbing Youth Championship Arco 2026,2026-07-18,IFSC,1522,Qualification,Flash,Boulder_Women
World Climbing Youth Championship Arco 2026,2026-07-18,IFSC,1522,Semi-final,Onsight,Boulder_Men
World Climbing Youth Championship Arco 2026,2026-07-18,IFSC,1522,Semi-final,Onsight,Boulder_Women
World Climbing Youth Championship Arco 2026,2026-07-18,IFSC,1522,Final,Onsight,Boulder_Men
World Climbing Youth Championship Arco 2026,2026-07-18,IFSC,1522,Final,Onsight,Boulder_Women
World Climbing Europe Championship Barcelona 2026,2026-07-17,IFSC,1503,Qualification,Onsight,Boulder_Men
World Climbing Europe Championship Barcelona 2026,2026-07-17,IFSC,1503,Qualification,Onsight,Boulder_Women
World Climbing Europe Championship Barcelona 2026,2026-07-17,IFSC,1503,Semi-final,Onsight,Boulder_Men
World Climbing Europe Championship Barcelona 2026,2026-07-17,IFSC,1503,Semi-final,Onsight,Boulder_Women
World Climbing Europe Championship Barcelona 2026,2026-07-17,IFSC,1503,Final,Onsight,Boulder_Men
World Climbing Europe Championship Barcelona 2026,2026-07-17,IFSC,1503,Final,Onsight,Boulder_Women
12 x 12 - Boulder Challenge - Juli - Sommeredition ☀️,2026-07-16,VL-GLOBAL,639,Hauptrunde,Unknown,Boulder_Men
12 x 12 - Boulder Challenge - Juli - Sommeredition ☀️,2026-07-16,VL-GLOBAL,639,Hauptrunde,Unknown,Boulder_Women
DENEME TEST,2026-07-15,VL-GLOBAL,411,Sıralama,Unknown,Boulder_Men
Goat Games Reborn 2026 Main Event,2026-07-11,VL-GLOBAL,636,Qualification,Unknown,Boulder_Men
Goat Games Reborn 2026 Main Event,2026-07-11,VL-GLOBAL,636,Qualification,Unknown,Boulder_Women
Goat Games Reborn 2026 Main Event,2026-07-11,VL-GLOBAL,636,Semi-final,Unknown,Boulder_Men
Goat Games Reborn 2026 Main Event,2026-07-11,VL-GLOBAL,636,Semi-final,Unknown,Boulder_Women
Goat Games Reborn 2026 Main Event,2026-07-11,VL-GLOBAL,636,Final,Onsight,Boulder_Men
Goat Games Reborn 2026 Main Event,2026-07-11,VL-GLOBAL,636,Final,Onsight,Boulder_Women
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Qualification,Unknown,Boulder_Men
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Qualification,Unknown,Boulder_Women
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Semi-final,Unknown,Boulder_Men
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Semi-final,Unknown,Boulder_Women
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Final,Onsight,Boulder_Men
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Final,Onsight,Boulder_Women
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Bso Marathon,Scramble,Boulder_Men
Bloc Shop Open,2026-07-04,VL-GLOBAL,545,Bso Marathon,Scramble,Boulder_Women
Sparta Summer Fight 2026,2026-07-03,VL-GLOBAL,651,Sparta Summer Fight,Unknown,Boulder_Men
Sparta Summer Fight 2026,2026-07-03,VL-GLOBAL,651,Sparta Summer Fight,Unknown,Boulder_Women
Plausch Boulderparcours im Rahmen der Schweizermeisterschaft – Minimum Flüela,2026-06-28,SAC-CAS,1015,Qualification,Unknown,Boulder_Women
Plausch Boulderparcours im Rahmen der Schweizermeisterschaft – Minimum Flüela,2026-06-28,SAC-CAS,1015,Qualification,Unknown,Boulder_Men
Boulder-Schweizermeisterschaften 2026 im Rahmen des BSCC/nur Schweizer/innen - Minimum Flüela,2026-06-27,SAC-CAS,1035,Qualification,Unknown,Boulder_Men
Boulder-Schweizermeisterschaften 2026 im Rahmen des BSCC/nur Schweizer/innen - Minimum Flüela,2026-06-27,SAC-CAS,1035,Qualification,Unknown,Boulder_Women
Boulder-Schweizermeisterschaften 2026 im Rahmen des BSCC/nur Schweizer/innen - Minimum Flüela,2026-06-27,SAC-CAS,1035,Final,Onsight,Boulder_Men
Boulder-Schweizermeisterschaften 2026 im Rahmen des BSCC/nur Schweizer/innen - Minimum Flüela,2026-06-27,SAC-CAS,1035,Final,Onsight,Boulder_Women
Bächli Bergsport Swiss Climbing Cup 2026 (B)/Tageswertung - Minimum Flüela,2026-06-27,SAC-CAS,980,Qualification,Unknown,Boulder_Men
Bächli Bergsport Swiss Climbing Cup 2026 (B)/Tageswertung - Minimum Flüela,2026-06-27,SAC-CAS,980,Qualification,Unknown,Boulder_Women
Bächli Bergsport Swiss Climbing Cup 2026 (B)/Tageswertung - Minimum Flüela,2026-06-27,SAC-CAS,980,Final,Onsight,Boulder_Men
Bächli Bergsport Swiss Climbing Cup 2026 (B)/Tageswertung - Minimum Flüela,2026-06-27,SAC-CAS,980,Final,Onsight,Boulder_Women
2026 Youth National Championship,2026-06-26,USAC,535,Qualification,Flash,Boulder_Women
2026 Youth National Championship,2026-06-26,USAC,535,Qualification,Flash,Boulder_Men
2026 Youth National Championship,2026-06-26,USAC,535,Semi-final,Onsight,Boulder_Women
2026 Youth National Championship,2026-06-26,USAC,535,Semi-final,Onsight,Boulder_Men
2026 Youth National Championship,2026-06-26,USAC,535,Final,Onsight,Boulder_Women
2026 Youth National Championship,2026-06-26,USAC,535,Final,Onsight,Boulder_Men
Goat Games 2026 Classification Round,2026-06-26,VL-GLOBAL,635,Qualification,Unknown,Boulder_Men
Goat Games 2026 Classification Round,2026-06-26,VL-GLOBAL,635,Qualification,Unknown,Boulder_Women
Goat Games 2026 Test Rounds,2026-06-26,VL-GLOBAL,629,Qualification,Unknown,Boulder_Men
Goat Games 2026 Test Rounds,2026-06-26,VL-GLOBAL,629,Qualification,Unknown,Boulder_Women
Goat Games 2026 Test Rounds,2026-06-26,VL-GLOBAL,629,Semi-final,Unknown,Boulder_Men
Goat Games 2026 Test Rounds,2026-06-26,VL-GLOBAL,629,Semi-final,Unknown,Boulder_Women
Goat Games 2026 Test Rounds,2026-06-26,VL-GLOBAL,629,Final,Onsight,Boulder_Women
Goat Games 2026 Test Rounds,2026-06-26,VL-GLOBAL,629,Final,Onsight,Boulder_Men
3a Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-06-20,FEDME,194,Final,Onsight,Boulder_Women
3a Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-06-20,FEDME,194,Final,Onsight,Boulder_Men
3a Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-06-20,FEDME,194,Clasificatoria,Unknown,Boulder_Women
3a Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-06-20,FEDME,194,Clasificatoria,Unknown,Boulder_Men
Campeonato Autonomico FEMECV de Escalada en Bloque,2026-06-20,FEDME,195,Final,Onsight,Boulder_Women
Campeonato Autonomico FEMECV de Escalada en Bloque,2026-06-20,FEDME,195,Final,Onsight,Boulder_Men
Campeonato Autonomico FEMECV de Escalada en Bloque,2026-06-20,FEDME,195,Clasificatoria,Unknown,Boulder_Women
Campeonato Autonomico FEMECV de Escalada en Bloque,2026-06-20,FEDME,195,Clasificatoria,Unknown,Boulder_Men
12 x 12 - Boulder Challenge - Juni,2026-06-18,VL-GLOBAL,638,Hauptrunde,Unknown,Boulder_Men
12 x 12 - Boulder Challenge - Juni,2026-06-18,VL-GLOBAL,638,Hauptrunde,Unknown,Boulder_Women
Test Try Penalty Zone,2026-06-18,VL-GLOBAL,648,Qualification,Unknown,Boulder_Women
World Climbing Series Innsbruck 2026,2026-06-17,IFSC,1482,Qualification,Onsight,Boulder_Men
World Climbing Series Innsbruck 2026,2026-06-17,IFSC,1482,Qualification,Onsight,Boulder_Women
World Climbing Series Innsbruck 2026,2026-06-17,IFSC,1482,Semi-final,Onsight,Boulder_Men
World Climbing Series Innsbruck 2026,2026-06-17,IFSC,1482,Semi-final,Onsight,Boulder_Women
World Climbing Series Innsbruck 2026,2026-06-17,IFSC,1482,Final,Onsight,Boulder_Men
World Climbing Series Innsbruck 2026,2026-06-17,IFSC,1482,Final,Onsight,Boulder_Women
Grande Prise - Boulder Plauschwettkampf - Bouba Baden,2026-06-13,SAC-CAS,1024,Qualification,Unknown,Boulder_Women
Grande Prise - Boulder Plauschwettkampf - Bouba Baden,2026-06-13,SAC-CAS,1024,Qualification,Unknown,Boulder_Men
Magic Mountain Bouldering Competion Open,2026-06-13,VL-GLOBAL,605,Open Session,Scramble,Boulder_Men
Magic Mountain Bouldering Competion Open,2026-06-13,VL-GLOBAL,605,Open Session,Scramble,Boulder_Women
Zürcher Klettermeisterschaft 2026 (Boulder) - Bouba Baden,2026-06-13,SAC-CAS,1001,Qualification,Unknown,Boulder_Women
Zürcher Klettermeisterschaft 2026 (Boulder) - Bouba Baden,2026-06-13,SAC-CAS,1001,Qualification,Unknown,Boulder_Men
Zürcher Klettermeisterschaft 2026 (Boulder) - Bouba Baden,2026-06-13,SAC-CAS,1001,Final,Unknown,Boulder_Women
Zürcher Klettermeisterschaft 2026 (Boulder) - Bouba Baden,2026-06-13,SAC-CAS,1001,Final,Unknown,Boulder_Men
World Climbing Europe Youth Championship Sukoró 2026,2026-06-11,IFSC,1501,Qualification,Flash,Boulder_Men
World Climbing Europe Youth Championship Sukoró 2026,2026-06-11,IFSC,1501,Qualification,Flash,Boulder_Women
World Climbing Europe Youth Championship Sukoró 2026,2026-06-11,IFSC,1501,Semi-final,Onsight,Boulder_Men
World Climbing Europe Youth Championship Sukoró 2026,2026-06-11,IFSC,1501,Semi-final,Onsight,Boulder_Women
World Climbing Europe Youth Championship Sukoró 2026,2026-06-11,IFSC,1501,Final,Onsight,Boulder_Men
World Climbing Europe Youth Championship Sukoró 2026,2026-06-11,IFSC,1501,Final,Onsight,Boulder_Women
CELSIUS Citizen Climbing Boulder - Wave 1,2026-06-07,USAC,550,Round 1,Scramble,Boulder_Men
CELSIUS Citizen Climbing Boulder - Wave 1,2026-06-07,USAC,550,Round 1,Scramble,Boulder_Women
CELSIUS Citizen Climbing Boulder - Wave 2,2026-06-07,USAC,551,Round 1,Scramble,Boulder_Men
CELSIUS Citizen Climbing Boulder - Wave 2,2026-06-07,USAC,551,Round 1,Scramble,Boulder_Women
TEST -- Bloc Beats NORD Edition -- TEST,2026-06-06,VL-GLOBAL,602,Qualification,Unknown,Boulder_Men
TEST -- Bloc Beats NORD Edition -- TEST,2026-06-06,VL-GLOBAL,602,Qualification,Unknown,Boulder_Women
TEST -- Bloc Beats NORD Edition -- TEST,2026-06-06,VL-GLOBAL,602,Final,Unknown,Boulder_Men
TEST -- Bloc Beats NORD Edition -- TEST,2026-06-06,VL-GLOBAL,602,Final,Unknown,Boulder_Women
The Climb Fest Qualifiers - Sharma Climbing Gavà,2026-06-06,VL-GLOBAL,634,Qualification,Unknown,Boulder_Women
The Climb Fest Qualifiers - Sharma Climbing Gavà,2026-06-06,VL-GLOBAL,634,Qualification,Unknown,Boulder_Men
The Climb Fest Qualifiers - Sharma Climbing Gavà,2026-06-06,VL-GLOBAL,634,Final,Onsight,Boulder_Women
The Climb Fest Qualifiers - Sharma Climbing Gavà,2026-06-06,VL-GLOBAL,634,Final,Onsight,Boulder_Men
The Climb Fest Qualifiers - Sharma Climbing Madrid,2026-06-06,VL-GLOBAL,633,Qualification,Unknown,Boulder_Women
The Climb Fest Qualifiers - Sharma Climbing Madrid,2026-06-06,VL-GLOBAL,633,Qualification,Unknown,Boulder_Men
The Climb Fest Qualifiers - Sharma Climbing Madrid,2026-06-06,VL-GLOBAL,633,Final,Onsight,Boulder_Women
The Climb Fest Qualifiers - Sharma Climbing Madrid,2026-06-06,VL-GLOBAL,633,Final,Onsight,Boulder_Men
NACS Vail (Boulder & Speed),2026-06-04,USAC,534,Qualification,Unknown,Boulder_Men
NACS Vail (Boulder & Speed),2026-06-04,USAC,534,Qualification,Unknown,Boulder_Women
NACS Vail (Boulder & Speed),2026-06-04,USAC,534,Semi-final,Unknown,Boulder_Men
NACS Vail (Boulder & Speed),2026-06-04,USAC,534,Semi-final,Unknown,Boulder_Women
NACS Vail (Boulder & Speed),2026-06-04,USAC,534,Final,Onsight,Boulder_Men
NACS Vail (Boulder & Speed),2026-06-04,USAC,534,Final,Onsight,Boulder_Women
World Climbing Series Prague 2026,2026-06-03,IFSC,1480,Qualification,Onsight,Boulder_Men
World Climbing Series Prague 2026,2026-06-03,IFSC,1480,Qualification,Onsight,Boulder_Women
World Climbing Series Prague 2026,2026-06-03,IFSC,1480,Semi-final,Onsight,Boulder_Men
World Climbing Series Prague 2026,2026-06-03,IFSC,1480,Semi-final,Onsight,Boulder_Women
World Climbing Series Prague 2026,2026-06-03,IFSC,1480,Final,Onsight,Boulder_Men
World Climbing Series Prague 2026,2026-06-03,IFSC,1480,Final,Onsight,Boulder_Women
Valais Wallis Boulder Championship 2026 (B) Young and Adults (from U15 on) - Vertic-Hall Baltschieder,2026-05-31,SAC-CAS,1027,Qualification,Flash,Boulder_Men
Valais Wallis Boulder Championship 2026 (B) Young and Adults (from U15 on) - Vertic-Hall Baltschieder,2026-05-31,SAC-CAS,1027,Final,Onsight,Boulder_Men
World Climbing Series Comunidad de Madrid 2026,2026-05-28,IFSC,1479,Qualification,Onsight,Boulder_Men
World Climbing Series Comunidad de Madrid 2026,2026-05-28,IFSC,1479,Qualification,Onsight,Boulder_Women
World Climbing Series Comunidad de Madrid 2026,2026-05-28,IFSC,1479,Semi-final,Onsight,Boulder_Men
World Climbing Series Comunidad de Madrid 2026,2026-05-28,IFSC,1479,Semi-final,Onsight,Boulder_Women
World Climbing Series Comunidad de Madrid 2026,2026-05-28,IFSC,1479,Final,Onsight,Boulder_Men
World Climbing Series Comunidad de Madrid 2026,2026-05-28,IFSC,1479,Final,Onsight,Boulder_Women
U11/U13/U15 SM-Boulder ja SM-Yläköysi 2026,2026-05-23,VL-GLOBAL,563,Karsinnat,Unknown,Boulder_Women
U11/U13/U15 SM-Boulder ja SM-Yläköysi 2026,2026-05-23,VL-GLOBAL,563,Karsinnat,Unknown,Boulder_Men
U11/U13/U15 SM-Boulder ja SM-Yläköysi 2026,2026-05-23,VL-GLOBAL,563,Finaalit,Onsight,Boulder_Women
U11/U13/U15 SM-Boulder ja SM-Yläköysi 2026,2026-05-23,VL-GLOBAL,563,Finaalit,Onsight,Boulder_Men
BLX Bouldering League - #4,2026-05-22,VL-GLOBAL,627,Qualification,Unknown,Boulder_Women
BLX Bouldering League - #4,2026-05-22,VL-GLOBAL,627,Qualification,Unknown,Boulder_Men
Test Event Erlangen,2026-05-22,VL-GLOBAL,628,Qualification,Unknown,Boulder_Men
Test Kitchen,2026-05-22,VL-GLOBAL,622,Qualification,Unknown,Boulder_Men
Test Kitchen,2026-05-22,VL-GLOBAL,622,Final,Onsight,Boulder_Men
World Climbing Series Bern 2026,2026-05-22,IFSC,1478,Qualification,Onsight,Boulder_Men
World Climbing Series Bern 2026,2026-05-22,IFSC,1478,Qualification,Onsight,Boulder_Women
World Climbing Series Bern 2026,2026-05-22,IFSC,1478,Semi-final,Onsight,Boulder_Men
World Climbing Series Bern 2026,2026-05-22,IFSC,1478,Semi-final,Onsight,Boulder_Women
World Climbing Series Bern 2026,2026-05-22,IFSC,1478,Final,Onsight,Boulder_Men
World Climbing Series Bern 2026,2026-05-22,IFSC,1478,Final,Onsight,Boulder_Women
12 x 12 - Boulder Challenge - Mai,2026-05-21,VL-GLOBAL,607,Hauptrunde,Unknown,Boulder_Men
12 x 12 - Boulder Challenge - Mai,2026-05-21,VL-GLOBAL,607,Hauptrunde,Unknown,Boulder_Women
Campeonato de Castilla y León de Escalada en Bloque Juvenil y 1ª Prueba de Copa Abs y Juv,2026-05-16,FEDME,184,Final,Onsight,Boulder_Men
Campeonato de Castilla y León de Escalada en Bloque Juvenil y 1ª Prueba de Copa Abs y Juv,2026-05-16,FEDME,184,Final,Onsight,Boulder_Women
Campeonato de Castilla y León de Escalada en Bloque Juvenil y 1ª Prueba de Copa Abs y Juv,2026-05-16,FEDME,184,Clasificatoria,Unknown,Boulder_Men
Campeonato de Castilla y León de Escalada en Bloque Juvenil y 1ª Prueba de Copa Abs y Juv,2026-05-16,FEDME,184,Clasificatoria,Unknown,Boulder_Women
Prueba Castilla y León de Bloque - Campo Base 2026,2026-05-16,FEDME,192,Final,Onsight,Boulder_Men
Prueba Castilla y León de Bloque - Campo Base 2026,2026-05-16,FEDME,192,Final,Onsight,Boulder_Women
Prueba Castilla y León de Bloque - Campo Base 2026,2026-05-16,FEDME,192,Clasificatoria,Unknown,Boulder_Men
Prueba Castilla y León de Bloque - Campo Base 2026,2026-05-16,FEDME,192,Clasificatoria,Unknown,Boulder_Women
World Climbing Europe Series Liptovský Mikuláš 2026,2026-05-16,IFSC,1497,Qualification,Onsight,Boulder_Men
World Climbing Europe Series Liptovský Mikuláš 2026,2026-05-16,IFSC,1497,Qualification,Onsight,Boulder_Women
World Climbing Europe Series Liptovský Mikuláš 2026,2026-05-16,IFSC,1497,Semi-final,Onsight,Boulder_Men
World Climbing Europe Series Liptovský Mikuláš 2026,2026-05-16,IFSC,1497,Semi-final,Onsight,Boulder_Women
World Climbing Europe Series Liptovský Mikuláš 2026,2026-05-16,IFSC,1497,Final,Onsight,Boulder_Men
World Climbing Europe Series Liptovský Mikuláš 2026,2026-05-16,IFSC,1497,Final,Onsight,Boulder_Women
2025-26 Youth Nationals - Boulder & Lead,2026-05-14,CEC,224,Qualification,Flash,Boulder_Men
2025-26 Youth Nationals - Boulder & Lead,2026-05-14,CEC,224,Qualification,Flash,Boulder_Women
2025-26 Youth Nationals - Boulder & Lead,2026-05-14,CEC,224,Semi-final,Onsight,Boulder_Men
2025-26 Youth Nationals - Boulder & Lead,2026-05-14,CEC,224,Semi-final,Onsight,Boulder_Women
2025-26 Youth Nationals - Boulder & Lead,2026-05-14,CEC,224,Final,Onsight,Boulder_Men
2025-26 Youth Nationals - Boulder & Lead,2026-05-14,CEC,224,Final,Onsight,Boulder_Women
2ª Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-05-09,FEDME,191,Final,Onsight,Boulder_Women
2ª Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-05-09,FEDME,191,Final,Onsight,Boulder_Men
2ª Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-05-09,FEDME,191,Clasificatoria,Unknown,Boulder_Women
2ª Prueba Copa de Escalada en Bloque FEMECV Absoluta y Juvenil,2026-05-09,FEDME,191,Clasificatoria,Unknown,Boulder_Men
Sparta Fight Kids 2026,2026-05-09,VL-GLOBAL,580,Qualification,Flash,Boulder_Women
Sparta Fight Kids 2026,2026-05-09,VL-GLOBAL,580,Qualification,Flash,Boulder_Men
Sparta Fight Kids 2026,2026-05-09,VL-GLOBAL,580,Final,Onsight,Boulder_Women
Sparta Fight Kids 2026,2026-05-09,VL-GLOBAL,580,Final,Onsight,Boulder_Men
World Climbing Europe Youth Series Graz 2026,2026-05-09,IFSC,1496,Qualification,Flash,Boulder_Men
World Climbing Europe Youth Series Graz 2026,2026-05-09,IFSC,1496,Qualification,Flash,Boulder_Women
World Climbing Europe Youth Series Graz 2026,2026-05-09,IFSC,1496,Final,Onsight,Boulder_Men
World Climbing Europe Youth Series Graz 2026,2026-05-09,IFSC,1496,Final,Onsight,Boulder_Women
2026 NACS Boulder,2026-05-02,CEC,225,Qualification,Flash,Boulder_Men
2026 NACS Boulder,2026-05-02,CEC,225,Qualification,Flash,Boulder_Women
2026 NACS Boulder,2026-05-02,CEC,225,Semi-final,Unknown,Boulder_Men
2026 NACS Boulder,2026-05-02,CEC,225,Semi-final,Unknown,Boulder_Women
2026 NACS Boulder,2026-05-02,CEC,225,Final,Onsight,Boulder_Men
2026 NACS Boulder,2026-05-02,CEC,225,Final,Onsight,Boulder_Women
D4 The Spot Denver Youth Boulder Divisional Championship,2026-05-02,USAC,528,Qualification,Flash,Boulder_Women
D4 The Spot Denver Youth Boulder Divisional Championship,2026-05-02,USAC,528,Qualification,Flash,Boulder_Men
D4 The Spot Denver Youth Boulder Divisional Championship,2026-05-02,USAC,528,Final,Onsight,Boulder_Women
D4 The Spot Denver Youth Boulder Divisional Championship,2026-05-02,USAC,528,Final,Onsight,Boulder_Men
D6 North Mass Boulder Youth Boulder Divisional Championship,2026-05-02,USAC,530,Qualification,Flash,Boulder_Women
D6 North Mass Boulder Youth Boulder Divisional Championship,2026-05-02,USAC,530,Qualification,Flash,Boulder_Men
D6 North Mass Boulder Youth Boulder Divisional Championship,2026-05-02,USAC,530,Final,Onsight,Boulder_Women
D6 North Mass Boulder Youth Boulder Divisional Championship,2026-05-02,USAC,530,Final,Onsight,Boulder_Men
D8 Sportrock Alexandria Youth Boulder Divisional Championship,2026-05-02,USAC,532,Qualification,Flash,Boulder_Women
D8 Sportrock Alexandria Youth Boulder Divisional Championship,2026-05-02,USAC,532,Qualification,Flash,Boulder_Men
D8 Sportrock Alexandria Youth Boulder Divisional Championship,2026-05-02,USAC,532,Final,Onsight,Boulder_Women
D8 Sportrock Alexandria Youth Boulder Divisional Championship,2026-05-02,USAC,532,Final,Onsight,Boulder_Men
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Qualification,Flash,Boulder_Men
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Qualification,Flash,Boulder_Women
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Qualification,Unknown,Boulder_Men
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Qualification,Unknown,Boulder_Women
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Final,Onsight,Boulder_Men
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Final,Onsight,Boulder_Women
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Irish Bouldering Championship - Community Competition,Unknown,Boulder_Men
Irish Bouldering Championships 2026,2026-05-02,VL-GLOBAL,589,Irish Bouldering Championship - Community Competition,Unknown,Boulder_Women
boulder deneme,2026-05-02,VL-GLOBAL,590,Final,Onsight,Boulder_Women
boulder deneme,2026-05-02,VL-GLOBAL,590,Final,Onsight,Boulder_Men
boulder deneme,2026-05-02,VL-GLOBAL,590,Sıralama,Onsight,Boulder_Women
boulder deneme,2026-05-02,VL-GLOBAL,590,Sıralama,Onsight,Boulder_Men
Test my Mind,2026-05-01,VL-GLOBAL,609,Qualification,Unknown,Boulder_Men
Test my Mind,2026-05-01,VL-GLOBAL,609,Final,Onsight,Boulder_Men
World Climbing Series Keqiao 2026,2026-05-01,IFSC,1524,Qualification,Onsight,Boulder_Men
World Climbing Series Keqiao 2026,2026-05-01,IFSC,1524,Qualification,Onsight,Boulder_Women
World Climbing Series Keqiao 2026,2026-05-01,IFSC,1524,Semi-final,Onsight,Boulder_Men
World Climbing Series Keqiao 2026,2026-05-01,IFSC,1524,Semi-final,Onsight,Boulder_Women
World Climbing Series Keqiao 2026,2026-05-01,IFSC,1524,Final,Onsight,Boulder_Men
World Climbing Series Keqiao 2026,2026-05-01,IFSC,1524,Final,Onsight,Boulder_Women
Speki Masters by Minimum – Minimum Flüela,2026-04-30,SAC-CAS,1016,Qualification,Unknown,Boulder_Men
Speki Masters by Minimum – Minimum Flüela,2026-04-30,SAC-CAS,1016,Qualification,Unknown,Boulder_Women
1ª Copa Andalucía Bloque Estepona,2026-04-25,FEDME,189,Final,Onsight,Boulder_Women
1ª Copa Andalucía Bloque Estepona,2026-04-25,FEDME,189,Final,Onsight,Boulder_Men
1ª Copa Andalucía Bloque Estepona,2026-04-25,FEDME,189,Clasificatoria,Unknown,Boulder_Women
1ª Copa Andalucía Bloque Estepona,2026-04-25,FEDME,189,Clasificatoria,Unknown,Boulder_Men
3a Prova Copa Catalana de Bloc,2026-04-25,FEDME,188,Qualification,Unknown,Boulder_Women
3a Prova Copa Catalana de Bloc,2026-04-25,FEDME,188,Qualification,Unknown,Boulder_Men
3a Prova Copa Catalana de Bloc,2026-04-25,FEDME,188,Final,Onsight,Boulder_Women
3a Prova Copa Catalana de Bloc,2026-04-25,FEDME,188,Final,Onsight,Boulder_Men
Jarní boulder otvírák 2026,2026-04-25,VL-GLOBAL,574,Final,Unknown,Boulder_Men
Jarní boulder otvírák 2026,2026-04-25,VL-GLOBAL,574,Final,Unknown,Boulder_Women
Jarní boulder otvírák 2026,2026-04-25,VL-GLOBAL,574,Main Round,Unknown,Boulder_Men
Jarní boulder otvírák 2026,2026-04-25,VL-GLOBAL,574,Main Round,Unknown,Boulder_Women
Nurf Skill Competition,2026-04-25,VL-GLOBAL,604,Qualification,Unknown,Boulder_Women
Nurf Skill Competition,2026-04-25,VL-GLOBAL,604,Qualification,Unknown,Boulder_Men
Nurf Skill Competition,2026-04-25,VL-GLOBAL,604,Final,Unknown,Boulder_Men
Sicilia Campionato Regionale (B),2026-04-25,FASI,1359,Qualification,Unknown,Boulder_Women
Sicilia Campionato Regionale (B),2026-04-25,FASI,1359,Qualification,Unknown,Boulder_Men
Sicilia Campionato Regionale (B),2026-04-25,FASI,1359,Final,Onsight,Boulder_Men
Sicilia Campionato Regionale (B),2026-04-25,FASI,1359,Final,Onsight,Boulder_Women
World Climbing Europe Series Kaunas 2026,2026-04-25,IFSC,1495,Qualification,Onsight,Boulder_Men
World Climbing Europe Series Kaunas 2026,2026-04-25,IFSC,1495,Qualification,Onsight,Boulder_Women
World Climbing Europe Series Kaunas 2026,2026-04-25,IFSC,1495,Semi-final,Onsight,Boulder_Men
World Climbing Europe Series Kaunas 2026,2026-04-25,IFSC,1495,Semi-final,Onsight,Boulder_Women
World Climbing Europe Series Kaunas 2026,2026-04-25,IFSC,1495,Final,Onsight,Boulder_Men
World Climbing Europe Series Kaunas 2026,2026-04-25,IFSC,1495,Final,Onsight,Boulder_Women
Test Kids,2026-04-24,VL-GLOBAL,595,Main Round,Unknown,Boulder_Men
12 x 12 - Boulder Challenge - April,2026-04-23,VL-GLOBAL,587,Hauptrunde,Unknown,Boulder_Men
12 x 12 - Boulder Challenge - April,2026-04-23,VL-GLOBAL,587,Hauptrunde,Unknown,Boulder_Women
FVG Campionato regionale 3° prova (B),2026-04-19,FASI,1297,Qualification,Unknown,Boulder_Women
FVG Campionato regionale 3° prova (B),2026-04-19,FASI,1297,Qualification,Unknown,Boulder_Men
FVG Campionato regionale 3° prova (B),2026-04-19,FASI,1297,Final,Onsight,Boulder_Women
FVG Campionato regionale 3° prova (B),2026-04-19,FASI,1297,Final,Onsight,Boulder_Men
Macro Sud Campionato regionale 2° prova (B),2026-04-19,FASI,1304,Qualification,Unknown,Boulder_Women
Macro Sud Campionato regionale 2° prova (B),2026-04-19,FASI,1304,Qualification,Unknown,Boulder_Men
Macro Sud Campionato regionale 2° prova (B),2026-04-19,FASI,1304,Final,Onsight,Boulder_Women
Macro Sud Campionato regionale 2° prova (B),2026-04-19,FASI,1304,Final,Onsight,Boulder_Men
