kept_contest_id,dropped_contest_id,kept_url,dropped_url,event_date,pool,round_group,athlete_overlap,smaller_cohort_coverage,jaccard,rank_spearman,decision,rating_action
IFSC|/api/v1/events/503/result/395|All athletes,SAC-CAS|/api/v1/events/197/result/47|All athletes,/api/v1/events/503/result/395,/api/v1/events/197/result/47,2007-06-30,Boulder_Men,Final,13,0.9285714285714286,0.5652173913043478,1.0,Confirmed cross-source duplicate,Keep higher-priority source; retain both raw records for provenance
IFSC|/api/v1/events/503/result/415|All athletes,SAC-CAS|/api/v1/events/197/result/43|All athletes,/api/v1/events/503/result/415,/api/v1/events/197/result/43,2007-06-30,Boulder_Women,Final,5,1.0,0.7142857142857143,0.9999999999999999,Confirmed cross-source duplicate,Keep higher-priority source; retain both raw records for provenance
