snapshot_date,pool,cycle_phase,rank40_points,rank40_global_elo,median_top40_global_elo,ranked_athletes,events_365
2021-09-16,Boulder_Men,Early cycle,299.5,1801.4111876597249,2002.9421871548025,198,5
2021-09-16,Boulder_Women,Early cycle,224.5,1888.9829652003425,1992.2460374387297,154,5
2022-04-08,Boulder_Men,Build phase,350.0,1912.0961914439456,2018.724516593794,235,6
2022-04-08,Boulder_Women,Build phase,285.0,1923.7621169433999,2006.833141909185,181,6
2022-05-06,Boulder_Men,Build phase,389.5,1873.4800646656497,2017.3864924533138,231,6
2022-05-06,Boulder_Women,Build phase,358.5,1806.9217332752096,2006.833141909185,185,6
2022-05-20,Boulder_Men,Build phase,444.0,1922.521233182309,2022.4189129973533,240,7
2022-05-20,Boulder_Women,Build phase,424.5,1919.4765118386704,2014.0689880488067,195,7
2022-05-27,Boulder_Men,Build phase,446.5,1924.7472571499368,2016.570518862534,241,7
2022-05-27,Boulder_Women,Build phase,400.0,1967.8140836309376,2016.679018750328,195,7
2022-06-10,Boulder_Men,Build phase,387.5,1814.0486149298106,2004.1318657796505,255,7
2022-06-10,Boulder_Women,Build phase,495.0,1883.3421797095455,2026.550625092466,208,7
2022-06-22,Boulder_Men,Build phase,452.15999999999997,1817.8335783052844,2013.711235016051,275,8
2022-06-22,Boulder_Women,Build phase,521.66,1956.4412590802185,2040.763223624852,220,8
2022-10-20,Boulder_Men,Build phase,380.0,1767.176872511782,2007.951601227156,213,7
2022-10-20,Boulder_Women,Build phase,449.0,1990.5938309574378,2039.0076036279797,166,7
2023-04-21,Boulder_Men,Qualification pressure,393.83,1925.8012060552162,2015.4999995257176,214,7
2023-04-21,Boulder_Women,Qualification pressure,443.5,1996.8838241922006,2031.4041734229218,174,7
2023-04-28,Boulder_Men,Qualification pressure,493.49,1929.2446894276163,2032.5644186806633,217,8
2023-04-28,Boulder_Women,Qualification pressure,524.0,2025.3653583735504,2030.6603849307876,180,8
2023-05-19,Boulder_Men,Qualification pressure,588.16,1933.7043925498442,2028.5713314841096,220,8
2023-05-19,Boulder_Women,Qualification pressure,519.83,1930.7989117209897,2008.650243388384,181,8
2023-06-02,Boulder_Men,Qualification pressure,420.0,2054.3196637269757,2044.7237711168243,223,7
2023-06-02,Boulder_Women,Qualification pressure,506.5,2052.5031717210795,2049.8553486007418,181,7
2023-06-09,Boulder_Men,Qualification pressure,474.0,2011.5483282006965,2040.0384657575096,240,8
2023-06-09,Boulder_Women,Qualification pressure,507.0,2052.4210451364406,2037.2291780689043,190,8
2023-06-14,Boulder_Men,Qualification pressure,506.5,1926.7725068997877,2044.8738357660368,247,8
2023-06-14,Boulder_Women,Qualification pressure,495.0,2052.5031717210795,2049.1057146080257,193,8
2023-08-01,Boulder_Men,Qualification pressure,495.0,1917.3373253012905,2043.3374801899076,229,8
2023-08-01,Boulder_Women,Qualification pressure,562.5,1795.669988438557,2047.4808168414347,186,8
2024-04-08,Boulder_Men,Olympic year,405.16,1952.030563036909,2040.4869727207656,239,8
2024-04-08,Boulder_Women,Olympic year,562.5,1795.669988438557,2049.9931072988743,198,8
2024-05-03,Boulder_Men,Olympic year,454.5,2115.9930162916157,2045.6123405812855,236,7
2024-05-03,Boulder_Women,Olympic year,555.0,2041.4693073341352,2051.402939333509,193,7
2024-06-26,Boulder_Men,Olympic year,294.0,1932.299002036154,2048.6828277601217,214,4
2024-06-26,Boulder_Women,Olympic year,312.5,1930.0598128248778,2046.820519532323,179,4
2024-09-20,Boulder_Men,Early cycle,240.0,2081.5861347032596,2041.071089306311,166,4
2024-09-20,Boulder_Women,Early cycle,264.33,1985.1424419591456,2046.8001993793803,144,4
2024-10-02,Boulder_Men,Early cycle,314.0,1828.5587172093963,2044.2727401035352,184,5
2024-10-02,Boulder_Women,Early cycle,350.65999999999997,1972.3594288113404,2050.9258574245887,157,5
2025-04-18,Boulder_Men,Early cycle,314.0,1820.7197806163717,2053.9043169051283,192,5
2025-04-18,Boulder_Women,Early cycle,282.83,2045.8466891337764,2048.8362248564313,156,5
2025-05-16,Boulder_Men,Early cycle,312.5,1972.996815770189,2039.4602936805013,194,5
2025-05-16,Boulder_Women,Early cycle,300.5,1825.544296904101,2052.8443905683007,159,5
2025-05-23,Boulder_Men,Early cycle,349.5,1933.4276042573729,2039.83765036009,205,6
2025-05-23,Boulder_Women,Early cycle,356.5,2010.4388858206364,2047.3337075105842,166,6
2025-06-06,Boulder_Men,Early cycle,404.5,2026.6294058181954,2042.6317193849914,220,7
2025-06-06,Boulder_Women,Early cycle,452.5,2044.8165244312959,2060.2988368167134,181,7
2025-06-13,Boulder_Men,Early cycle,461.15999999999997,1996.9933655575494,2047.990405512974,228,8
2025-06-13,Boulder_Women,Early cycle,520.5,2044.748068323348,2077.1986751775858,186,8
2025-06-25,Boulder_Men,Early cycle,566.75,1932.4257022863783,2048.7909925666445,243,9
2025-06-25,Boulder_Women,Early cycle,613.5,1969.1571061952075,2086.8765405751374,194,9
2025-09-21,Boulder_Men,Early cycle,406.83,1916.9376400820493,2032.7957433394176,222,8
2025-09-21,Boulder_Women,Early cycle,426.0,1954.651112069664,2083.2971752000385,185,8
2026-05-01,Boulder_Men,Build phase,382.15999999999997,1843.4395029879038,2033.7426232891332,212,7
2026-05-01,Boulder_Women,Build phase,370.0,1961.3154346812173,2062.9936568940643,176,7
2026-05-22,Boulder_Men,Build phase,396.0,2123.983443349939,2049.565923918515,215,7
2026-05-22,Boulder_Women,Build phase,327.0,1964.1276903401983,2071.581029265801,174,7
2026-05-28,Boulder_Men,Build phase,353.2,1966.0411934932574,2029.1316774584336,221,7
2026-05-28,Boulder_Women,Build phase,291.5,2028.5505362407218,2062.2784751115264,176,7
2026-06-03,Boulder_Men,Build phase,370.0,1923.0908181986351,2039.2587126705128,236,8
2026-06-03,Boulder_Women,Build phase,329.5,2011.6052481319698,2064.218731386868,186,8
2026-06-17,Boulder_Men,Build phase,280.0,1987.4567270103437,2046.2585944886732,226,7
2026-06-17,Boulder_Women,Build phase,303.0,2011.0005352144315,2057.8617448533305,182,7
