model,evaluation_domain,evaluation_window,competitions,athlete_starts,spearman,winner_logloss,pairwise_brier,pairwise_logloss,top_24_brier,top_16_brier,top_8_brier,top_3_brier,pairwise_brier_s250,pairwise_logloss_s250,pairwise_brier_s300,pairwise_logloss_s300,pairwise_brier_s350,pairwise_logloss_s350,pairwise_brier_s450,pairwise_logloss_s450,pairwise_brier_s500,pairwise_logloss_s500,pairwise_brier_s600,pairwise_logloss_s600
hier_source_balanced,CEC national,2022-2024 tuning,24,1306,0.5240506699135978,3.6279082294094054,0.22322432811679108,0.6414237634948085,0.21892501093489816,0.22489641818144168,0.204607858273728,0.16574287562347456,,,,,,,,,,,,
hier_source_balanced,CEC national,2025+ locked evaluation,14,719,0.6327331609390203,3.3415476980976817,0.19453092968340638,0.578508607725467,0.19908561694455715,0.19514909019353283,0.164778487578424,0.12049985142756144,,,,,,,,,,,,
hier_source_balanced,CEC other,2022-2024 tuning,6,306,0.4970771482919151,3.4430158079873894,0.2231051845988977,0.6396514168341755,0.23333646564110755,0.22633769171507045,0.20126149337491003,0.14335607503100964,,,,,,,,,,,,
hier_source_balanced,CEC other,2025+ locked evaluation,4,231,0.5595450801627133,3.546408667356258,0.20293864762203492,0.6021606542483382,0.2104941946133849,0.19662723357592224,0.14292631637903624,0.10755781818406503,,,,,,,,,,,,
hier_source_balanced,CEC provincial / local,2022-2024 tuning,124,2868,0.5512705368860537,2.815312435084194,0.22883711464989825,0.6549211145619475,0.09732185753549537,0.17210593672118019,0.22218743742299968,0.2132286321008304,,,,,,,,,,,,
hier_source_balanced,CEC provincial / local,2025+ locked evaluation,233,5930,0.6227338163893479,2.778314515931733,0.21349191859051614,0.6225895996917812,0.10921003599754585,0.17382922441727847,0.21152858443836217,0.1887435166591337,,,,,,,,,,,,
hier_source_balanced,Open WC+,2022-2024 tuning,69,2883,0.7417482467147155,3.0023741665842283,0.16317551979226036,0.5048870595813508,0.1651227623840563,0.1701945065976877,0.14175335489113045,0.09042355169150851,,,,,,,,,,,,
hier_source_balanced,Open WC+,2025+ locked evaluation,45,1831,0.7960080866162412,2.8633358843344956,0.15312690761623676,0.4834198077977705,0.1646733660252335,0.16524849189838975,0.13066877329380003,0.08634074784987822,,,,,,,,,,,,
hier_source_balanced,Other,2022-2024 tuning,736,23350,0.6383125777501746,2.875466434604961,0.21014025115518817,0.6192541661166576,0.12071865441147259,0.16753773581729745,0.19856977876954138,0.17989502805433807,,,,,,,,,,,,
hier_source_balanced,Other,2025+ locked evaluation,1922,47515,0.7012931658250583,2.8180386614189548,0.22434195066327223,0.6480047430515797,0.08656585480862425,0.14764432176116987,0.2163453556700474,0.21287757759505238,,,,,,,,,,,,
hier_source_balanced_anchored_cap200_e4_sd100,CEC national,2022-2024 tuning,24,1306,0.4204329335393861,3.671136661678412,0.2280637853845978,0.6512188272403997,0.21914292262928922,0.2215602014895158,0.1971760044231576,0.16198498234311628,0.22574747161332523,0.6461532766171549,0.22610262655445867,0.6467794607218842,0.22699007094414414,0.6487918777488871,0.2291687932851679,0.6536769750150123,0.23023633175517588,0.6560155024234322,0.2321643106357684,0.6601626747226611
