model,evaluation_domain,evaluation_window,competitions,athlete_starts,spearman,winner_logloss,pairwise_brier,pairwise_logloss,top_24_brier,top_16_brier,top_8_brier,top_3_brier,pairwise_brier_s250,pairwise_logloss_s250,pairwise_brier_s300,pairwise_logloss_s300,pairwise_brier_s350,pairwise_logloss_s350,pairwise_brier_s450,pairwise_logloss_s450,pairwise_brier_s500,pairwise_logloss_s500,pairwise_brier_s600,pairwise_logloss_s600
hier_source_balanced_anchored_e4_sd100,CEC provincial / local,2025+ locked evaluation,233,5930,0.587807899503582,2.730448332156094,0.20715914830346527,0.6086744855144007,0.09848859863634615,0.16520445702684647,0.19977893314864056,0.1697658853991181,0.19903887996608413,0.5882506120568727,0.20160764695528752,0.5950172971103803,0.20441451246053208,0.6020612297346287,0.20972399925657778,0.6146612547423734,0.21207229272391184,0.6200084524044496,0.21612902783502305,0.6290010241665533
hier_source_balanced_anchored_e4_sd100,Open WC+,2022-2024 tuning,69,2883,0.7342930615407881,2.948722485908511,0.15220249243598574,0.4701908822641583,0.14805349771866597,0.156970070688688,0.13249959784012466,0.08836340591925804,0.15101624945323136,0.46478534593572146,0.15008840377863758,0.4609578031894833,0.15066321336969957,0.4639309833933354,0.15434396884953644,0.47796290252464985,0.15684293125937654,0.4863106976910926,0.16230634519530346,0.5029516575845729
hier_source_balanced_anchored_e4_sd100,Open WC+,2025+ locked evaluation,45,1831,0.7644575331387478,2.8191251029076763,0.1472672361088167,0.4608725214543057,0.1530410303663637,0.15438063403124638,0.12472370070834785,0.08442928150224265,0.14348102946142244,0.447196286272522,0.14355937038556627,0.447039891697784,0.14499651938231803,0.45265064503980157,0.15002569304741595,0.4701426135038498,0.1530441387297053,0.4796585834784531,0.15931505890706665,0.4979738939251813
hier_source_balanced_anchored_e4_sd100,Other,2022-2024 tuning,736,23350,0.5604763684523777,2.7722211616804566,0.20380243748625965,0.6027443830398562,0.10916652112905532,0.15451806511903662,0.17977464772965632,0.15131237932012234,0.2026672874851877,0.5998714997328161,0.2021166362803336,0.5977950019107635,0.20266914804250807,0.599469554954382,0.20522311885452166,0.6066336876684858,0.20676427127618316,0.6106675658875688,0.20986898907904444,0.6183871083409055
hier_source_balanced_anchored_e4_sd100,Other,2025+ locked evaluation,1922,47515,0.6756527152810577,2.7092860380062715,0.20658382466889724,0.6098730467154819,0.07703241903753265,0.13375321460261394,0.19620662595841637,0.1816761739468958,0.1976528694053694,0.5881805489311415,0.20067058589008133,0.59570652154228,0.2037163032413785,0.6031033874637249,0.20920648294619848,0.6159167420341767,0.21157573936952154,0.6212692412136133,0.2156210895353072,0.6302050054970876
hier_source_balanced_provisional_e2_sd140,CEC national,2022-2024 tuning,24,1306,0.482081085240099,3.5375264571042493,0.22483525060207712,0.6551983231553471,0.2060020922986061,0.20857200390700045,0.1532382244990969,0.07907824805489651,0.2425339884027827,0.7573106491345105,0.23480453557739003,0.7064463249828417,0.22906411047584538,0.6751127826499762,0.2217540724394215,0.6423363679661059,0.21954524204032502,0.6340075604225754,0.21696302346825222,0.6253880287453802
hier_source_balanced_provisional_e2_sd140,CEC national,2025+ locked evaluation,14,719,0.6502690430124005,3.0838620495395204,0.17454095239015957,0.527121547700408,0.1627442563052597,0.1587073655081952,0.12034493681296436,0.06588052269878973,0.1844981474637539,0.589870831001245,0.1795860632800046,0.5554378767613856,0.17641357351669584,0.5367747248024851,0.1736335713190462,0.5228524323721132,0.17343856900001794,0.52189131054876,0.1744714258611915,0.525379563088446
hier_source_balanced_provisional_e2_sd140,CEC other,2022-2024 tuning,6,306,0.4053847257762742,3.269359130207249,0.23642156821157467,0.6774315945202867,0.24400302206618493,0.22099265749580943,0.16258439163977215,0.09226769392015778,0.25593907497058604,0.7763732993268699,0.24742684910963852,0.7273049258736305,0.2411046090640762,0.6969331731786593,0.2329662195986406,0.6646194442888486,0.2304325403635917,0.6561014588617154,0.22727996283521487,0.6466955747705995
hier_source_balanced_provisional_e2_sd140,CEC other,2025+ locked evaluation,4,231,0.5952413474127973,3.711337929343558,0.1961202746565745,0.593692739580079,0.19004426732814256,0.17235344230957214,0.13377457482555533,0.09063027065189591,0.20773564748548234,0.6728078899416815,0.20225970542728822,0.6317149819645274,0.1985482794047203,0.6077815345497573,0.1946278537068724,0.5855565914558879,0.19381933678537588,0.5811554345081913,0.1935713755535469,0.578737162562461
hier_source_balanced_provisional_e2_sd140,CEC provincial / local,2022-2024 tuning,124,2868,0.5290077742682463,2.473343563706734,0.22700529953115905,0.6750775355692807,0.07981210070511624,0.15601836596008453,0.19431565711907786,0.14405442455876868,0.24239453411109785,0.7881390091063106,0.23576403279695415,0.7327005605556112,0.2307609921350806,0.6978179013000166,0.2242087967513299,0.6599226418872925,0.2221521964127147,0.6497053639488901,0.21962765172129797,0.6381834317168023
hier_source_balanced_provisional_e2_sd140,CEC provincial / local,2025+ locked evaluation,233,5930,0.5890681765998154,2.314219834881915,0.20102627098164272,0.6041631089241347,0.08070833547380561,0.1479967871251131,0.17433141600669483,0.12226381147415798,0.21461286670776195,0.6985828585159852,0.20854995371588061,0.6508969076311714,0.20414878281165028,0.6220099751157779,0.19888344689091075,0.5931499571641377,0.19748977122719244,0.5865274303763861,0.19628342424530854,0.5810249386157814
hier_source_balanced_provisional_e2_sd140,Open WC+,2022-2024 tuning,69,2883,0.7053403693095185,2.8777381860564173,0.1592979051918409,0.4893216299513518,0.1408615228950208,0.15298391102058553,0.12661026918045223,0.0750871583164014,0.169821677396421,0.5623199727208301,0.16485294999493752,0.5234824397282789,0.1614648882227605,0.5014731667270991,0.15806969492816245,0.4832327710578987,0.15756057388315975,0.48099358186715285,0.1580567570059123,0.4831294099863441
hier_source_balanced_provisional_e2_sd140,Open WC+,2025+ locked evaluation,45,1831,0.7386460857604302,2.5750001405642267,0.1512978433230186,0.468156284993292,0.1435347866065029,0.14988395605014185,0.1159617316864651,0.07284736587137952,0.15907217050617034,0.5227287276089548,0.1550863602886245,0.4920439990786599,0.15261851149975442,0.4758997166066765,0.15083961996075934,0.4654863218315652,0.15102643030628637,0.465961844420239,0.15271183232842897,0.47209381336490636
hier_source_balanced_provisional_e2_sd140,Other,2022-2024 tuning,736,23350,0.5726203037518028,2.579624054696393,0.2134223933920902,0.6514898904527086,0.10364431180609894,0.14777213508183434,0.16495061043266843,0.12603396538459596,0.22867635830380953,0.7736535728934818,0.2221705974480427,0.7139096812628465,0.21719348754170506,0.6761525845281837,0.21060065539977252,0.6350728946121551,0.20852590366204202,0.6240635663527666,0.20601531886804994,0.6118874831489913
hier_source_balanced_provisional_e2_sd140,Other,2025+ locked evaluation,1922,47515,0.6829865314853524,2.297949620200066,0.19691660420237492,0.5993501403583577,0.06574824936633675,0.11717213472952061,0.16923042207674438,0.13648535161750136,0.2070865436110307,0.6846763226658651,0.2025213319459726,0.6417199368002768,0.19922651768640956,0.6155668934816243,0.19536845881394466,0.5893285594573209,0.19440883181118238,0.5833164175346001,0.193747892951386,0.5784254259794044
hier_source_balanced_provisional_e3_sd120,CEC national,2022-2024 tuning,24,1306,0.4834709034054399,3.5230453225528326,0.2231594121091226,0.6494180205937438,0.20308286884354068,0.20826494882307556,0.15563903354943415,0.08343710613881285,0.23999643665337103,0.7432899174540086,0.23254080683170264,0.6961427662783527,0.2270966552042861,0.6674256235186306,0.22035094813048964,0.6379815292641813,0.2183895194450932,0.6307393945461263,0.21622119650483493,0.6236215174295191
hier_source_balanced_provisional_e3_sd120,CEC national,2025+ locked evaluation,14,719,0.6655717349621575,3.0595300571608535,0.1707530647439043,0.5151830901491946,0.15995219638859418,0.158947039149884,0.12411496131380732,0.06586571973645015,0.17897114911442916,0.563886785206296,0.17466878219206047,0.5357579153438655,0.17208130276028302,0.5215547595566681,0.1703423402059244,0.5133978340061162,0.17059445004251814,0.5143578133985012,0.17237981496391752,0.5205632646185354
hier_source_balanced_provisional_e3_sd120,CEC other,2022-2024 tuning,6,306,0.4339934809890602,3.184093861073657,0.23100105159228682,0.6621009832092235,0.23782083803252774,0.2141136316894294,0.16011963722777495,0.08949969288252398,0.24888531044954817,0.7481549832155832,0.24091333632924913,0.7048641033265918,0.2351472165009509,0.6785853160387422,0.2280431322057704,0.6515820169832032,0.22595930038679554,0.6448503429714355,0.2235636548955431,0.6380137453050261
hier_source_balanced_provisional_e3_sd120,CEC other,2025+ locked evaluation,4,231,0.6180726214293344,3.814099731778869,0.18852790672260467,0.572002860377097,0.18603833248781215,0.17021124310486122,0.13065636489055008,0.09498011814664917,0.19748803886776645,0.6321743175594662,0.19296042867271634,0.5996195732247024,0.19014075113081783,0.581688092588073,0.18776787666467268,0.5672034936652398,0.18761072380346952,0.5653960176318839,0.1884470602951793,0.5666986072188477
hier_source_balanced_provisional_e3_sd120,CEC provincial / local,2022-2024 tuning,124,2868,0.5280848539108297,2.481831138848488,0.2261831563118143,0.6714688648988464,0.07942749384372463,0.15546276601827214,0.1932021163771748,0.14584943986594093,0.24116217118196173,0.7797179948653175,0.23466777783306142,0.7264603410271695,0.22980464140883022,0.6931017590715524,0.22351101289530598,0.6571417886578179,0.22156734032785547,0.6475567537648989,0.2192339296695769,0.6369128909173293
hier_source_balanced_provisional_e3_sd120,CEC provincial / local,2025+ locked evaluation,233,5930,0.609825617113323,2.3017590979094162,0.1968362357692783,0.5932778443780294,0.07978160372999211,0.14487554761815297,0.1715163248106192,0.12093852776080401,0.20913198213838335,0.680605585735523,0.20354626182898766,0.6360906666628576,0.1995766790435294,0.6094524305508933,0.19502874638762147,0.5835540564685252,0.19392890163202872,0.5779542995229267,0.19320773822764462,0.5739684742980112
hier_source_balanced_provisional_e3_sd120,Open WC+,2022-2024 tuning,69,2883,0.724058256353346,2.8629618197495517,0.15423836240439737,0.4742897372946996,0.13781147036007996,0.1488674649960763,0.12178269574526396,0.07384203947145439,0.16383087734100452,0.5392446051791806,0.15920308543977743,0.5039515313761364,0.15612329464856345,0.4844975657365693,0.1532700518590777,0.469738932036296,0.15300157602470538,0.4687535021146616,0.1539296335661033,0.47282232819702547
hier_source_balanced_provisional_e3_sd120,Open WC+,2025+ locked evaluation,45,1831,0.7499050473099339,2.5908464127718003,0.14783897896411616,0.4579409228093072,0.14190261753521222,0.1482471559359935,0.11433957450500579,0.07107639039794175,0.1547779269455956,0.5055475898426348,0.15109151959280598,0.47792088549720846,0.14890142059951084,0.4639955673498668,0.14762079418022667,0.4566006742472539,0.148030447437061,0.45814974047666157,0.1501134435545595,0.4659029753594627
hier_source_balanced_provisional_e3_sd120,Other,2022-2024 tuning,736,23350,0.590243631953791,2.5586181120447957,0.20775714941585627,0.6335921005521797,0.10219622473012027,0.1448190474269752,0.16182567448384738,0.12453648376333801,0.22168846380326962,0.7432154551355193,0.21564109257957784,0.6890583613159488,0.21110895541922128,0.6552829895687198,0.2053239588243721,0.6194704550894307,0.2036057947041215,0.6102816821923417,0.2017168296916763,0.6007966214983044
hier_source_balanced_provisional_e3_sd120,Other,2025+ locked evaluation,1922,47515,0.6894782340771137,2.27494779967652,0.1942764440969759,0.5898938437377353,0.06506502900425735,0.11577514595619354,0.16740265352652678,0.1355891740197478,0.2041119468359957,0.6698119567868537,0.1996566222619289,0.6292754628845678,0.19647502024300864,0.6048349200379215,0.19283518186950918,0.5808604070289496,0.1919769125565333,0.5756375384348348,0.19150139185032833,0.5719323630018497
hier_source_balanced_provisional_e4_sd100,CEC national,2022-2024 tuning,24,1306,0.49724781155043146,3.527050664213041,0.22037996396285955,0.6425892009928391,0.2013862058429259,0.20561545031470693,0.15491578875054154,0.08236854630392694,0.2361517939532697,0.7306129491367689,0.22907456392612568,0.6860880679585502,0.2239899489786357,0.6592274415530927,0.2178626785902339,0.6321943479174236,0.21615723087819297,0.6257640963719294,0.21440767150263842,0.6198138358756529
hier_source_balanced_provisional_e4_sd100,CEC national,2025+ locked evaluation,14,719,0.6741233551612006,3.0619679880550916,0.1675895353074946,0.5076200892269452,0.1577493234039696,0.15708296697648108,0.12185694410583307,0.0666631456080642,0.17466408453035678,0.5510225264267335,0.17078291301166124,0.5253072261356354,0.16857956213495548,0.5127770849736402,0.16747102639251685,0.5067497517171199,0.16797339402485237,0.5084201524652235,0.17015553478715556,0.5156526532302174
hier_source_balanced_provisional_e4_sd100,CEC other,2022-2024 tuning,6,306,0.4678410899399636,3.194321844095081,0.22479397300048262,0.6473478892330028,0.23106046385120826,0.21377364166574178,0.15605295345316592,0.08796380687844257,0.24012261693218953,0.7219547972730163,0.23312823847226113,0.6838287677308158,0.22821078353598565,0.6611690444214843,0.2224616145121213,0.6388611113250818,0.220915303956725,0.6337241356302964,0.21938476784951289,0.6292127523855474
hier_source_balanced_provisional_e4_sd100,CEC other,2025+ locked evaluation,4,231,0.607922754744709,3.793308871850703,0.1907943000248861,0.5787674453324382,0.18862047472460486,0.17247285358271913,0.13331808442723286,0.08662166411958087,0.19977482469278696,0.6405692382809224,0.19524362163993011,0.6073380146740284,0.19241978040738927,0.5888833228673236,0.19001205869863624,0.5735997038291097,0.18982452927009397,0.5714691717483074,0.19058349786556472,0.5722235539771108
hier_source_balanced_provisional_e4_sd100,CEC provincial / local,2022-2024 tuning,124,2868,0.5391582543090551,2.4517477395930913,0.22297935559548715,0.6622219253718691,0.0793021993616506,0.15413752796042618,0.19126455486954805,0.14433443437973417,0.23721008499110752,0.7645853784811151,0.23097397534294056,0.7139591646719851,0.22636416409716215,0.6824668633889093,0.22052307563961712,0.6489651887317593,0.21877409915699852,0.6402295774384514,0.21677258655423187,0.6308469488095108
hier_source_balanced_provisional_e4_sd100,CEC provincial / local,2025+ locked evaluation,233,5930,0.6225032408355011,2.2994505404610366,0.19313597481270278,0.5829260210863408,0.07905890052381666,0.1430455314007518,0.16872638198146506,0.11944024927378522,0.2046291159208894,0.6641132798783815,0.19932069368892788,0.6223389499343635,0.195622012239184,0.5976478387432004,0.19156234639942463,0.5743270724635975,0.1906750604044269,0.5696240134202722,0.19031954142863733,0.5669790917693849
hier_source_balanced_provisional_e4_sd100,Open WC+,2022-2024 tuning,69,2883,0.7328806954070679,2.844631312509934,0.1513348677349105,0.46485657807998315,0.13562904282191454,0.14818696134288437,0.12195774605330886,0.07267002210625288,0.1603225748856119,0.5226981864579657,0.15589213856970968,0.4905567866595159,0.15301637732773754,0.4733651137631736,0.15056405723367128,0.46162487376588096,0.1504837612919073,0.46168921309441474,0.15175362984382185,0.46731215981938673
hier_source_balanced_provisional_e4_sd100,Open WC+,2025+ locked evaluation,45,1831,0.7557726690755028,2.563384818855212,0.14482011710581705,0.44924830913243274,0.14224237184539304,0.1460362544157873,0.1133971975203303,0.07088820993067371,0.15083776294684306,0.4889291501393045,0.14744941021940494,0.46482826588006554,0.14557388142009914,0.45342372878247905,0.1448932038758919,0.4493520262086811,0.14557160831758414,0.4520363534161699,0.14812015026700084,0.46143684065229
hier_source_balanced_provisional_e4_sd100,Other,2022-2024 tuning,736,23350,0.6074053404811317,2.5232903775285176,0.20265962363551468,0.6179077921717354,0.10056007617297615,0.14291384817347058,0.15934134327451693,0.12298154438307025,0.2152704304282162,0.7158172209010395,0.20968244242177417,0.6668958765230621,0.20559454475864747,0.6368374482558881,0.20061079110214555,0.6059078865476003,0.19924327730380792,0.5983928644544776,0.19795960136665383,0.5913619631583259
hier_source_balanced_provisional_e4_sd100,Other,2025+ locked evaluation,1922,47515,0.6965241828160187,2.2619384930481568,0.19216298208255858,0.5826363278213568,0.06456514033619959,0.11488923504022155,0.16630918280939316,0.13480919738999905,0.20161491505682577,0.6577048744255803,0.19728666556869204,0.6193238230711802,0.19423483377657424,0.5964237978824832,0.19084250797689337,0.5744971324330251,0.19009779756797812,0.5699861892130983,0.1898264582941834,0.5673390703255661
hier_source_balanced_provisional_soft_e3_sd120,CEC national,2022-2024 tuning,24,1306,0.48017604468595226,3.5468441298222455,0.22367717661641998,0.6509633329152146,0.20320489428969135,0.20836325306278344,0.1541066497732961,0.08251178108586818,0.24095511385043636,0.7476140647403681,0.2333393500167565,0.6991916083059503,0.22774648895459262,0.6695968935434511,0.22075424542306613,0.639068355865961,0.21869497227557408,0.6314834522948185,0.21637363665841444,0.6239045868438374
hier_source_balanced_provisional_soft_e3_sd120,CEC national,2025+ locked evaluation,14,719,0.6631302317730073,3.0486313546658748,0.17089180744632504,0.5154383129943078,0.16010445421166833,0.15891343300298308,0.12226824786636138,0.0661307452872142,0.1795181076108173,0.56648171859504,0.17507328090668042,0.537287331337753,0.1723469496566042,0.5223415354540228,0.17036924413665946,0.5132658842344286,0.17052501197931494,0.5139405870800546,0.1721601083561747,0.5197767554121066
hier_source_balanced_provisional_soft_e3_sd120,CEC other,2022-2024 tuning,6,306,0.42703310943854006,3.190582896790358,0.23226241669609834,0.6656924198955452,0.23858046676711417,0.21406813469481314,0.1594026131769378,0.08882844057982725,0.25092738608926174,0.7565795701615489,0.24267241907938344,0.7110547123463339,0.23664216790246026,0.6832547305043936,0.22910343090440702,0.6543857244822793,0.22684888041003,0.6470640256408675,0.224187936838835,0.6394255581399418
hier_source_balanced_provisional_soft_e3_sd120,CEC other,2025+ locked evaluation,4,231,0.6124225498193978,3.8527919725924376,0.18997665543890768,0.575506845114314,0.18614266951817887,0.17130269708865153,0.13175361590707516,0.09412774099909776,0.2002321340908838,0.6415380661386099,0.19520999443014403,0.606266094722913,0.1919558613686198,0.5864900725264688,0.18891369965105298,0.5697680934478895,0.18850820969458565,0.5672651569321544,0.1889753050427132,0.5676411473408285
hier_source_balanced_provisional_soft_e3_sd120,CEC provincial / local,2022-2024 tuning,124,2868,0.5298547435564928,2.4828543396305323,0.22616601003805872,0.6716042674049649,0.07928681873573017,0.15511494755954155,0.19254785087585843,0.14573815162463402,0.24133981277390915,0.7813022700664298,0.2347793728579031,0.7273731329854944,0.22984922368041896,0.6935575407714003,0.22343975940042743,0.6570480889800774,0.22145003158445112,0.6472970336424737,0.21904649904087006,0.6364429174776673
hier_source_balanced_provisional_soft_e3_sd120,CEC provincial / local,2025+ locked evaluation,233,5930,0.6086148423701668,2.3036887282779044,0.19722178460575435,0.5945729623053303,0.07956408138486852,0.14518082843496757,0.1713714075383683,0.12096001761388782,0.20978798595245934,0.6839707030372235,0.20410655587620954,0.6385196209299078,0.20004587286970085,0.611224950063221,0.1953392564600851,0.5844927544926428,0.19417310765458792,0.5786215782956541,0.19334353114179045,0.5742614603418078
hier_source_balanced_provisional_soft_e3_sd120,Open WC+,2022-2024 tuning,69,2883,0.7204377130545804,2.860775631300973,0.1551700402525086,0.4770270819106116,0.13866903293567504,0.14961085698493995,0.12221972017382422,0.07413484730674974,0.16498846887299123,0.5439181707489622,0.16028483698071994,0.5077640849482119,0.15712848146915076,0.487694633476726,0.154133173319465,0.4721214427492422,0.153801832179005,0.4708550043368378,0.1546212030581926,0.4745096480772158
hier_source_balanced_provisional_soft_e3_sd120,Open WC+,2025+ locked evaluation,45,1831,0.7467046890495369,2.5876452058680988,0.14894957320913754,0.4612042851918237,0.14283789342750677,0.14892056010175372,0.11456115230062829,0.07074370599780497,0.15621581396832615,0.5114437469120663,0.1524158437477869,0.48264243543844143,0.1501155883979431,0.4678808048550519,0.14863595259330997,0.45938664188049105,0.14895879917722984,0.4605600924032206,0.15089313714617908,0.46776597592940833
hier_source_balanced_provisional_soft_e3_sd120,Other,2022-2024 tuning,736,23350,0.5896236478685708,2.564546895971438,0.2084240907605725,0.6357509010553024,0.10222838366555535,0.14499231394401174,0.16233775030964084,0.12457580582168444,0.2226066123704097,0.747636105884426,0.21647447298510042,0.6924636903285714,0.21185710892784923,0.6579704578698334,0.20591584332264853,0.6212281035310645,0.20412956443876148,0.6117278495201424,0.20212496199761973,0.60179865007852
hier_source_balanced_provisional_soft_e3_sd120,Other,2025+ locked evaluation,1922,47515,0.6890474169119088,2.2769225417144106,0.19439925248234713,0.5903721024002301,0.06509878331245272,0.1157764855108069,0.16744862985682823,0.13565269477536965,0.20429641969225604,0.6708973337878298,0.19981976463031323,0.6300909156863941,0.19661745327484348,0.6054570355965616,0.1929397542139189,0.5812287164774192,0.19206478440049518,0.5759201267082427,0.1915605217786986,0.5720926979204594
hier_source_conservative,CEC national,2022-2024 tuning,24,1306,0.5243308182914467,3.627895161900529,0.22323702152106842,0.6414339011794072,0.21899923293240298,0.2249244969058297,0.20454936083057876,0.16558902748756946,,,,,,,,,,,,
hier_source_conservative,CEC national,2025+ locked evaluation,14,719,0.6320575117551369,3.3353960963876155,0.19435758816528642,0.5780021599195467,0.19888437534747544,0.19489591198339482,0.16403216407131765,0.11995122789777073,,,,,,,,,,,,
hier_source_conservative,CEC other,2022-2024 tuning,6,306,0.49471252129873405,3.4559331977067758,0.223709421971927,0.640929168279096,0.23369660458361582,0.22707784421889987,0.2017870700408028,0.1433513744204938,,,,,,,,,,,,
hier_source_conservative,CEC other,2025+ locked evaluation,4,231,0.547104974621058,3.546763923292287,0.2036483268957798,0.6035516468255151,0.21114742932736036,0.19659461538358453,0.14198044639506077,0.10651513499718654,,,,,,,,,,,,
hier_source_conservative,CEC provincial / local,2022-2024 tuning,124,2868,0.5499131493331413,2.8154564119192527,0.22888821140455348,0.6550220906405702,0.09732456809098758,0.17211874946792952,0.222233901776046,0.21329785676769808,,,,,,,,,,,,
hier_source_conservative,CEC provincial / local,2025+ locked evaluation,233,5930,0.6216917675203701,2.776997880497717,0.2134544091926036,0.6224648263803403,0.10919969851986164,0.17380468659951012,0.21149220639469932,0.18861993053958487,,,,,,,,,,,,
hier_source_conservative,Open WC+,2022-2024 tuning,69,2883,0.7441117656688072,3.00213733829549,0.16465195859070988,0.5087473193801569,0.16750064990540467,0.17217219301754114,0.14323400052685886,0.09054945827616931,,,,,,,,,,,,
hier_source_conservative,Open WC+,2025+ locked evaluation,45,1831,0.8049849910625159,2.8542462511376345,0.15437307585638102,0.48685794211768635,0.166863080963919,0.16699277444044744,0.1314317455857572,0.08563262932575876,,,,,,,,,,,,
hier_source_conservative,Other,2022-2024 tuning,736,23350,0.6372904024845635,2.874004328479109,0.21037553015850927,0.6196845200871988,0.12084521829907566,0.1676857878566301,0.19880518627157884,0.18007896124653547,,,,,,,,,,,,
hier_source_conservative,Other,2025+ locked evaluation,1922,47515,0.701090828919341,2.818310494621913,0.22442508108542142,0.6481592073690474,0.08664633201602366,0.147754113408412,0.2164379530943821,0.2129677284321936,,,,,,,,,,,,
hier_source_strong,CEC national,2022-2024 tuning,24,1306,0.5247501369057245,3.6268666624120915,0.22322127901908229,0.6414331098861874,0.21886840759935644,0.2248926577230015,0.20438815218035275,0.16579485912746428,,,,,,,,,,,,
hier_source_strong,CEC national,2025+ locked evaluation,14,719,0.6321635356847058,3.344321791822849,0.19482641601496153,0.5792712710885747,0.19939213651446278,0.19537642117660908,0.16527643800350764,0.12173122367920808,,,,,,,,,,,,
hier_source_strong,CEC other,2022-2024 tuning,6,306,0.4987867073896662,3.426977068711473,0.22247861542684955,0.6383085264143402,0.23294766659070545,0.2261933144481291,0.2000151773341846,0.14223407029907068,,,,,,,,,,,,
hier_source_strong,CEC other,2025+ locked evaluation,4,231,0.5706693409092665,3.540045564441711,0.2019393229735287,0.60010112056974,0.21019589408522155,0.1963416245182582,0.14259989178499569,0.10712824846285046,,,,,,,,,,,,
hier_source_strong,CEC provincial / local,2022-2024 tuning,124,2868,0.5520095732176428,2.8151694839330452,0.22877963247533448,0.654807274873287,0.0973208352889177,0.17208266771815622,0.22212234504163858,0.2131357400470684,,,,,,,,,,,,
hier_source_strong,CEC provincial / local,2025+ locked evaluation,233,5930,0.6230265221131833,2.7794430732006683,0.2135375919725066,0.6227248963184829,0.10921612754001357,0.17386196969419462,0.21160815333742358,0.18888248135782593,,,,,,,,,,,,
hier_source_strong,Open WC+,2022-2024 tuning,69,2883,0.7410018369242236,3.001252462762892,0.16176594898357458,0.5010361661077612,0.16278986848506466,0.16845364418296735,0.14013401523526797,0.09016503546931087,,,,,,,,,,,,
hier_source_strong,Open WC+,2025+ locked evaluation,45,1831,0.7893755659701418,2.8719764798541267,0.1519775610076028,0.48001766540955626,0.16246869820488893,0.16340419985827398,0.1298224562246599,0.08669267566591156,,,,,,,,,,,,
hier_source_strong,Other,2022-2024 tuning,736,23350,0.6402708386313087,2.8761705530355894,0.20996136990121753,0.6189191779489523,0.1206233784138078,0.1674555322654231,0.19833847400638585,0.17972672010048915,,,,,,,,,,,,
hier_source_strong,Other,2025+ locked evaluation,1922,47515,0.7014613279536596,2.817530055473081,0.22426990904587224,0.6478610120885938,0.0864930084558607,0.1475458155352839,0.21625838593491378,0.21276847749776936,,,,,,,,,,,,
quality_a0.35_transfer_1.00,CEC national,2022-2024 tuning,24,1306,0.53050903001675,3.6367311012947936,0.22590058665096044,0.6472658593536385,0.2213478612201123,0.22738965836775013,0.20984919535696092,0.17764288274798876,,,,,,,,,,,,
quality_a0.35_transfer_1.00,CEC national,2025+ locked evaluation,14,719,0.6310072819380744,3.4075636820419777,0.20188486278087245,0.5957921457735755,0.2071213648724987,0.20414505986120554,0.17770920743895188,0.13989512725757774,,,,,,,,,,,,
quality_a0.35_transfer_1.00,CEC other,2022-2024 tuning,6,306,0.5188033610432402,3.3727576302184623,0.2212123313425655,0.6357587510857613,0.231830590338973,0.22566678174085464,0.1997767015930669,0.14706069618084291,,,,,,,,,,,,
quality_a0.35_transfer_1.00,CEC other,2025+ locked evaluation,4,231,0.6031156296254241,3.531022015251886,0.19821370501533958,0.5933094583689905,0.20835212883260049,0.19628030426544596,0.14985829217315355,0.11631536907089354,,,,,,,,,,,,
quality_a0.35_transfer_1.00,CEC provincial / local,2022-2024 tuning,124,2868,0.5363012987381763,2.8402917703060755,0.23180248326369923,0.6611469666084592,0.09875078498955786,0.17403465115880584,0.22483163165768444,0.21938594574608825,,,,,,,,,,,,
quality_a0.35_transfer_1.00,CEC provincial / local,2025+ locked evaluation,233,5930,0.6131142245927376,2.8287263553896214,0.21991697056668502,0.6367564681743731,0.11254993834116923,0.17848748586627572,0.218231890960495,0.19960298363759021,,,,,,,,,,,,
quality_a0.35_transfer_1.00,Open WC+,2022-2024 tuning,69,2883,0.7303493464191227,2.993371030693082,0.15954605773063407,0.49364399815080257,0.15753012953499484,0.16414838277083807,0.13670410940463398,0.08936962558675488,,,,,,,,,,,,
quality_a0.35_transfer_1.00,Open WC+,2025+ locked evaluation,45,1831,0.7608209374296973,2.8771458305102504,0.15253866334845703,0.4782720671165303,0.1590312396770538,0.16178664654522143,0.12938001016351902,0.08620653910442264,,,,,,,,,,,,
quality_a0.35_transfer_1.00,Other,2022-2024 tuning,736,23350,0.6335024054863627,2.9221646201782825,0.21392559815416845,0.6277019487895535,0.12256124512345791,0.17060475911389658,0.20165517698308852,0.18538927251989334,,,,,,,,,,,,
quality_a0.35_transfer_1.00,Other,2025+ locked evaluation,1922,47515,0.6976085307325193,2.837622184405588,0.22741406947789214,0.6544979333900703,0.08791236635657766,0.14936492810427676,0.2189765028225633,0.2174221369632393,,,,,,,,,,,,
quality_a0.50_transfer_0.20,CEC national,2022-2024 tuning,24,1306,0.5274927406918628,3.645699060817714,0.22822710699572057,0.6521069691270504,0.22357604580320312,0.22991177429379675,0.21453959385969465,0.1844774066033944,0.21999704071425874,0.6340481284952777,0.22332782452102673,0.6415101944584,0.22602256341021856,0.6473874318293472,0.2300545679235929,0.655967454008468,0.23158922292026907,0.6591776676274556,0.23401426963610059,0.6641994383303155
