discipline,gender,pool,cnr_rank,athlete_name,best_result_1,best_result_2,best_result_3,cnr_value,cnr_as_of,cnr_measure,source_url
Boulder,Men,Boulder_Men,1,OSCAR BAUDRAND,98.6,84.7,67.3,250.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,2,MATTHEW RODRIGUEZ,79.6,55.1,51.0,185.7,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,3,HUGO DORVAL,55.3,49.0,48.0,152.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,4,GUY MCNAMEE,48.2,43.4,30.8,122.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,5,VICTOR BAUDRAND,44.4,32.4,31.7,108.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,6,TJ FOLEY,39.3,34.8,29.2,103.2,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,7,DYLAN SMITH,50.6,33.6,9.8,94.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,8,KINDAR MCNAMEE,34.6,30.6,27.3,92.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,9,MAXIME THÉRIEN,38.9,28.5,15.2,82.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,10,IAN TAN,34.5,24.0,20.6,79.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,11,LOUKA BOIVIN,36.6,26.9,5.5,69.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,12,LEONARDO SANTOPRETE,25.1,22.8,20.5,68.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,13,EVAN LAU,18.3,18.0,16.6,52.9,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,14,ELLIOT SHINDO,26.8,6.5,6.2,39.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,15,DYLAN SHINTANI,28.7,5.5,4.3,38.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,16,ELIOTT ROBERT,16.5,8.8,5.5,30.7,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,17,SAMUEL TIUKUVAARA,30.6,,,30.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,18,JAKOB ELLIOTT,14.3,14.2,,28.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,19,ANTHONY MATTINA,21.2,6.8,,28.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,20,SEBASTIEN LAZURE,15.9,11.4,,27.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,21,LUCAS UCHIDA,25.3,,,25.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,22,DAWSON SHEPHERD,14.3,8.8,,23.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,23,FERNAND BAUDIN,17.7,4.3,,22.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,24,MILES SKORYNA,21.9,0.0,,21.9,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,25,PETER NUNAN,15.3,6.2,0.0,21.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,26,GRAYSON KENNY,19.8,,,19.8,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,27,DYLAN SAFFERY,13.3,5.5,,18.8,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,28,NICOLAS ARTEAU,18.0,,,18.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,29,ANTOINE CARON,5.6,5.5,,11.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,30,EVAN RAJAN,10.6,0.0,0.0,10.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,31,FREDERIC HO,8.8,0.0,0.0,8.8,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,32,OLIVIER TURGEON,8.5,,,8.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,33,LOUIS-SIMON RIVERIN,7.4,,,7.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,34,GRAYSON WATMOUGH,6.3,,,6.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,34,ANDRES BENAVENTE,6.3,,,6.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,36,NATHANIEL SMITH,5.6,,,5.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,36,MATHIEU BONNEVILLE,5.6,0.0,,5.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,36,JAEDEN MCLEAN,5.6,,,5.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,39,SEAN MCCOLL,5.5,,,5.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,39,NATE CORSI,5.5,,,5.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,39,JACK VANDERHEIDE,5.5,,,5.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,42,FELIX C. MAHEU,5.5,,,5.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,43,ADEN RAJAN,5.1,0.0,,5.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,44,DYLAN TALACKO,4.4,,,4.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,45,BENJAMIN CHAPMAN,4.3,,,4.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,46,JONAH STREET,4.1,,,4.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Men,Boulder_Men,47,TYCE RENNEBERG,3.6,,,3.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20M
Boulder,Women,Boulder_Women,1,MADISON RICHARDSON,80.7,71.2,67.3,219.2,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,2,ANNA KELLEY,49.0,49.0,39.3,137.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,3,BABETTE ROY,42.8,40.5,34.7,118.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,4,EVANGELINA BRIGGS,36.7,29.7,28.9,95.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,5,SIENNA CHOW,35.0,30.5,26.9,92.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,6,REENA GAO,31.0,30.5,29.2,90.8,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,7,JACQUELINE HO,34.2,33.3,17.9,85.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,8,SOFIE KING,27.5,27.4,25.9,80.8,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,9,EMILIA CALLANAN,25.9,22.3,19.4,67.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,10,CAIYA TAYLOR-AINSLIE,28.9,24.2,9.4,62.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,11,CEDAR PIDGEON,22.3,19.1,14.9,56.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,12,ELISE VILLENEUVE,21.0,16.8,12.6,50.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,13,SABRINA THAYER-HEAD,21.8,9.8,7.6,39.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,14,AVERY MACDONALD,19.6,18.0,0.0,37.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,15,GRACE KAM,23.0,7.5,5.0,35.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,16,SOFIA SMALE,17.2,16.7,0.0,33.9,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,17,ALLORA KLINKER,20.4,13.3,,33.7,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,18,BROOKE WHITE,19.4,8.9,0.0,28.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,19,PAIGE LOUIE,27.5,0.0,,27.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,20,MOLLY DREHER,25.3,0.0,0.0,25.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,21,LANA SLIPICEVIC,11.8,5.1,4.5,21.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,22,AMARI BOURBONNAIS,14.5,4.5,0.0,19.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,23,CEDAR HENDRY,15.3,,,15.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,24,KIRA STEWART,5.5,5.1,4.5,15.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,25,SYDNEY PARK,10.2,,,10.2,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,26,SOPHIA BADA,5.1,4.5,,9.6,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,27,PAIGE BOKLASCHUK,8.8,,,8.8,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,28,IMALIE PILOTE-JETTÉ,8.3,0.0,,8.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,29,MARIE-ANDRÉE ROY,5.1,,,5.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,29,TIENNA TAI,5.1,,,5.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,29,GABRIELLA BEAUMONT,5.1,,,5.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,29,RILEY DOHERTY,5.1,,,5.1,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,33,JINGTONG CHI,4.5,,,4.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,33,ALEXA VANIER,4.5,,,4.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,33,ANNE OUELLET,4.5,0.0,,4.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,33,SOPHIA BOWLES,4.5,,,4.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,37,CHLOE EARLE,4.3,,,4.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,37,JENICE NAOMI MA,4.3,,,4.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Boulder,Women,Boulder_Women,37,MICHELE BARANZIKA,4.3,,,4.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1SImQ0_wgaC1oj6kcfTEXgvTpwv6iG0kuq92ntaE9YcQ/gviz/tq?tqx=out:csv&sheet=CNR%20W
Lead,Men,Lead_Men,1,VICTOR BAUDRAND,43.8,40.2,37.5,121.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
